target_path,source_repository,source_path,source_commit_sha,migration_type,scientific_dependency,required_tests,audit_status,migration_date,notes
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_123/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_21/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_21/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_21/runtime.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_21/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_21/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_21/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_42/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_42/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_42/runtime.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_42/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_42/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_42/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_7/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_7/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_7/runtime.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_7/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_7/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_7/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_84/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_84/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_84/runtime.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_84/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_84/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/gru/seed_84/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/attention_concentration_by_seed.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/attention_concentration_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/attention_vs_gru.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/attention_vs_gru.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/feature_pairwise_stability.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/group_pairwise_stability.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/model_metric_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/model_seed_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/model_seed_summary.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/multiseed_audit.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/patient_model_comparison.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/patient_stability_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/runtime_sanity.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/temporal_pairwise_stability.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/temporal_seed_diagnostics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_bis_region_attention_by_seed.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_bis_region_attention_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_feature_attention_by_seed.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_feature_stability.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_group_attention_by_seed.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_group_stability.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_high_bis_group_shift_by_seed.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_high_bis_group_shift_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_temporal_attention_by_seed.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/multiseed/validation_temporal_stability.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/redundancy_audit.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/test_patient_comparison.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/validation_feature_attention_17.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/validation_feature_group_attention.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/ablations/no_bis_error/validation_time_attention_17.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/attention_audit.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/attention_metadata.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/config.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/feature_attention_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/model_comparison.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/model_comparison.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/test_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/test_patient_model_comparison.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/time_attention_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/training_history.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/val_metrics.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/validation_bis_region_feature_attention.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/validation_bis_region_time_attention.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/validation_combined_attention_heatmap.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/validation_combined_attention_heatmap.png","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/validation_feature_attention.png","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/attention/factorized_gru/seed_42/validation_temporal_attention.png","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/baselines/gru/multiseed_case_metrics.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/baselines/gru/multiseed_persistence_comparison.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/baselines/gru/multiseed_persistence_comparison.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/baselines/gru/multiseed_summary.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/baselines/gru/multiseed_summary.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/frozen_predictive_decision_30s/frozen_predictive_decision.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/frozen_predictive_decision_30s/frozen_predictive_decision.md","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/pkpd_simulator_validation/source_equation_registry.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/predictive_stage_handoff/checkpoint_inventory.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/predictive_stage_handoff/experiment_lineage.csv","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/predictive_stage_handoff/external_rl_assets_request.md","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/predictive_stage_handoff/frozen_candidate_definition.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/predictive_stage_handoff/predictive_stage_manifest.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/predictive_stage_handoff/predictive_stage_summary.md","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
"NOT_MIGRATED","khyitty/VitalDB-Feature-Selection","outputs/predictive_stage_handoff/predictive_state_contract.json","9501b16a5c4db27f06fa0d0b252a3a75f633967f","reject","yes","not_applicable_rejected_artifact","rejected","2026-07-19","Tracked legacy data, result, notebook, or frozen configuration; prohibited data-dependent artifact."
